Data_Type,Cell_Type,Experimental_Factors,Treatment,Lab,PI,Assembly,Status,GEO_Accession,DCC_Accession,Date_Unrestricted
ChIP-seq,GM12892,Antibody=CTCF Version=V2,none,UT-A,Iyer,hg18,released,,,7/2/2010
ChIP-seq,GM12892,Antibody=Input Control=IgG-mus,none,Stanford,Snyder,hg18,released,,,10/12/2010
ChIP-seq,GM12892,Antibody=Input Control=IgG-mus,none,Stanford,Snyder,hg19,released,GSM935286,wgEncodeEH000711,10/12/2010
ChIP-seq,GM12892,Antibody=Input Control=IgG-rab,TNFa,Stanford,Snyder,hg19,released,GSM935452,wgEncodeEH000773,12/5/2010
ChIP-seq,GM12892,Antibody=Input Control=IgG-rab,none,Stanford,Snyder,hg18,released,,,12/5/2010
ChIP-seq,GM12892,Antibody=NFKB Control=IgG-rab,TNFa,Stanford,Snyder,hg19,released,,wgEncodeEH000712,10/12/2010
ChIP-seq,GM12892,Antibody=NFKB Control=IgG-rab,none,Stanford,Snyder,hg18,released,,,10/12/2010
ChIP-seq,GM12892,Antibody=PAX5-C20 Protocol=biorupter PCR 1-round,none,HudsonAlpha,Myers,hg19,released,GSM803334,wgEncodeEH001546,9/20/2011
ChIP-seq,GM12892,Antibody=Pol2 Control=IgG-mus,none,Stanford,Snyder,hg18,released,,,10/13/2010
ChIP-seq,GM12892,Antibody=Pol2 Control=IgG-mus,none,Stanford,Snyder,hg19,released,GSM935640,wgEncodeEH000729,9/1/2011
ChIP-seq,GM12892,Antibody=Pol2 Protocol=PCR 1-round,none,HudsonAlpha,Myers,hg18,released,,,10/11/2010
ChIP-seq,GM12892,Antibody=Pol2 Protocol=sonicator PCR 1-round,none,HudsonAlpha,Myers,hg19,released,GSM803487,wgEncodeEH001511,9/20/2011
ChIP-seq,GM12892,Antibody=Pol2-4H8 Protocol=PCR 1-round,none,HudsonAlpha,Myers,hg18,released,,,10/11/2010
ChIP-seq,GM12892,Antibody=Pol2-4H8 Protocol=sonicator PCR 1-round,none,HudsonAlpha,Myers,hg19,released,GSM803490,wgEncodeEH001512,12/8/2011
ChIP-seq,GM12892,Antibody=RevXlinkChromatin Protocol=PCR 1-round,none,HudsonAlpha,Myers,hg18,released,,,10/11/2010
ChIP-seq,GM12892,Antibody=RevXlinkChromatin Protocol=biorupter PCR 1-round,none,HudsonAlpha,Myers,hg19,released,GSM803482,wgEncodeEH001518,8/28/2011
ChIP-seq,GM12892,Antibody=RevXlinkChromatin Protocol=biorupter PCR 1-round Version=V2,none,HudsonAlpha,Myers,hg19,released,GSM803482,wgEncodeEH001518,2/12/2011
ChIP-seq,GM12892,Antibody=RevXlinkChromatin Protocol=sonicator PCR 1-round,none,HudsonAlpha,Myers,hg19,released,GSM803488,wgEncodeEH001510,9/1/2011
ChIP-seq,GM12892,Antibody=RevXlinkChromatin Protocol=sonicator PCR 1-round Version=V2,none,HudsonAlpha,Myers,hg19,released,GSM803488,wgEncodeEH001510,3/3/2011
ChIP-seq,GM12892,Antibody=TAF1 Protocol=PCR 1-round,none,HudsonAlpha,Myers,hg18,released,,,10/11/2010
ChIP-seq,GM12892,Antibody=TAF1 Protocol=sonicator PCR 1-round,none,HudsonAlpha,Myers,hg19,released,GSM803489,wgEncodeEH001513,9/20/2011
ChIP-seq,GM12892,Antibody=YY1 Protocol=biorupter PCR 1-round,none,HudsonAlpha,Myers,hg19,released,GSM803516,wgEncodeEH001609,9/8/2011
ChIP-seq,GM13976,Antibody=CTCF,none,UT-A,Iyer,hg19,released,GSM1006885,wgEncodeEH003448,4/26/2013
ChIP-seq,GM13976,Antibody=Input,none,UT-A,Iyer,hg19,released,GSM1006894,wgEncodeEH003443,4/25/2013
ChIP-seq,GM13977,Antibody=CTCF,none,UT-A,Iyer,hg19,released,GSM1006869,wgEncodeEH003456,4/27/2013
ChIP-seq,GM13977,Antibody=Input,none,UT-A,Iyer,hg19,released,,wgEncodeEH003444,4/25/2013
ChIP-seq,GM15510,Antibody=Input Control=IgG-mus,none,Stanford,Snyder,hg18,released,,,10/12/2010
ChIP-seq,GM15510,Antibody=Input Control=IgG-mus,none,Stanford,Snyder,hg19,released,GSM935284,wgEncodeEH000713,9/1/2011
ChIP-seq,GM15510,Antibody=Input Control=IgG-rab,TNFa,Stanford,Snyder,hg19,released,,wgEncodeEH000774,12/5/2010
ChIP-seq,GM15510,Antibody=Input Control=IgG-rab,none,Stanford,Snyder,hg18,released,,,12/5/2010
ChIP-seq,GM15510,Antibody=NFKB Control=IgG-rab,TNFa,Stanford,Snyder,hg19,released,,wgEncodeEH000736,10/14/2010
ChIP-seq,GM15510,Antibody=NFKB Control=IgG-rab,none,Stanford,Snyder,hg18,released,,,10/14/2010
ChIP-seq,GM15510,Antibody=Pol2 Control=IgG-mus,none,Stanford,Snyder,hg18,released,,,10/12/2010
ChIP-seq,GM15510,Antibody=Pol2 Control=IgG-mus,none,Stanford,Snyder,hg19,released,,wgEncodeEH000714,10/12/2010
ChIP-seq,GM18505,Antibody=Input Control=IgG-mus,none,Stanford,Snyder,hg18,released,,,10/13/2010
ChIP-seq,GM18505,Antibody=Input Control=IgG-mus,none,Stanford,Snyder,hg19,released,GSM935523,wgEncodeEH000730,9/1/2011
ChIP-seq,GM18505,Antibody=Input Control=IgG-rab,TNFa,Stanford,Snyder,hg19,released,,wgEncodeEH000775,12/5/2010
ChIP-seq,GM18505,Antibody=Input Control=IgG-rab,none,Stanford,Snyder,hg18,released,,,12/5/2010
ChIP-seq,GM18505,Antibody=NFKB Control=IgG-rab,TNFa,Stanford,Snyder,hg19,released,GSM935282,wgEncodeEH000715,10/12/2010
ChIP-seq,GM18505,Antibody=NFKB Control=IgG-rab,none,Stanford,Snyder,hg18,released,,,10/12/2010
ChIP-seq,GM18505,Antibody=Pol2 Control=IgG-mus,none,Stanford,Snyder,hg18,released,,,10/13/2010
ChIP-seq,GM18505,Antibody=Pol2 Control=IgG-mus,none,Stanford,Snyder,hg19,released,,wgEncodeEH000731,10/13/2010
ChIP-seq,GM18526,Antibody=Input Control=IgG-mus,none,Stanford,Snyder,hg18,released,,,10/13/2010
ChIP-seq,GM18526,Antibody=Input Control=IgG-mus,none,Stanford,Snyder,hg19,released,GSM935525,wgEncodeEH000732,10/13/2010
ChIP-seq,GM18526,Antibody=Input Control=IgG-rab,TNFa,Stanford,Snyder,hg19,released,GSM935449,wgEncodeEH000776,12/5/2010
ChIP-seq,GM18526,Antibody=Input Control=IgG-rab,none,Stanford,Snyder,hg18,released,,,12/5/2010
ChIP-seq,GM18526,Antibody=NFKB Control=IgG-rab,TNFa,Stanford,Snyder,hg19,released,GSM935281,wgEncodeEH000716,3/3/2012
ChIP-seq,GM18526,Antibody=NFKB Control=IgG-rab,none,Stanford,Snyder,hg18,released,,,10/12/2010
ChIP-seq,GM18526,Antibody=Pol2 Control=IgG-mus,none,Stanford,Snyder,hg18,released,,,10/13/2010
ChIP-seq,GM18526,Antibody=Pol2 Control=IgG-mus,none,Stanford,Snyder,hg19,released,GSM935524,wgEncodeEH000733,10/13/2010
ChIP-seq,GM18951,Antibody=Input Control=IgG-mus,none,Stanford,Snyder,hg18,released,,,10/13/2010
ChIP-seq,GM18951,Antibody=Input Control=IgG-mus,none,Stanford,Snyder,hg19,released,GSM935528,wgEncodeEH000737,10/13/2010
ChIP-seq,GM18951,Antibody=Input Control=IgG-rab,TNFa,Stanford,Snyder,hg19,released,GSM935448,wgEncodeEH000777,12/5/2010
ChIP-seq,GM18951,Antibody=Input Control=IgG-rab,none,Stanford,Snyder,hg18,released,,,12/5/2010
ChIP-seq,GM18951,Antibody=NFKB Control=IgG-rab,TNFa,Stanford,Snyder,hg19,released,GSM935531,wgEncodeEH000738,10/14/2010
ChIP-seq,GM18951,Antibody=NFKB Control=IgG-rab,none,Stanford,Snyder,hg18,released,,,10/14/2010
ChIP-seq,GM18951,Antibody=Pol2 Control=IgG-mus,none,Stanford,Snyder,hg18,released,,,10/13/2010
ChIP-seq,GM18951,Antibody=Pol2 Control=IgG-mus,none,Stanford,Snyder,hg19,released,GSM935530,wgEncodeEH000739,10/13/2010
ChIP-seq,GM19099,Antibody=Input Control=IgG-mus,none,Stanford,Snyder,hg18,released,,,10/14/2010
ChIP-seq,GM19099,Antibody=Input Control=IgG-mus,none,Stanford,Snyder,hg19,released,,wgEncodeEH000740,10/14/2010
ChIP-seq,GM19099,Antibody=Input Control=IgG-rab,TNFa,Stanford,Snyder,hg19,released,GSM935455,wgEncodeEH000778,12/5/2010
ChIP-seq,GM19099,Antibody=Input Control=IgG-rab,none,Stanford,Snyder,hg18,released,,,12/5/2010
ChIP-seq,GM19099,Antibody=NFKB Control=IgG-rab,TNFa,Stanford,Snyder,hg19,released,,wgEncodeEH000717,10/12/2010
ChIP-seq,GM19099,Antibody=NFKB Control=IgG-rab,none,Stanford,Snyder,hg18,released,,,10/12/2010
ChIP-seq,GM19099,Antibody=Pol2 Control=IgG-mus,none,Stanford,Snyder,hg18,released,,,10/13/2010
ChIP-seq,GM19099,Antibody=Pol2 Control=IgG-mus,none,Stanford,Snyder,hg19,released,GSM935323,wgEncodeEH000741,10/13/2010
ChIP-seq,GM19193,Antibody=Input Control=IgG-mus,none,Stanford,Snyder,hg18,released,,,10/14/2010
ChIP-seq,GM19193,Antibody=Input Control=IgG-mus,none,Stanford,Snyder,hg19,released,,wgEncodeEH000742,10/14/2010
ChIP-seq,GM19193,Antibody=Input Control=IgG-rab,TNFa,Stanford,Snyder,hg19,released,GSM935454,wgEncodeEH000779,9/1/2011
ChIP-seq,GM19193,Antibody=Input Control=IgG-rab,none,Stanford,Snyder,hg18,released,,,12/5/2010
ChIP-seq,GM19193,Antibody=NFKB Control=IgG-rab,TNFa,Stanford,Snyder,hg19,released,,wgEncodeEH000718,10/12/2010
ChIP-seq,GM19193,Antibody=NFKB Control=IgG-rab,none,Stanford,Snyder,hg18,released,,,10/12/2010
ChIP-seq,GM19193,Antibody=Pol2 Control=IgG-mus,none,Stanford,Snyder,hg18,released,,,10/14/2010
ChIP-seq,GM19193,Antibody=Pol2 Control=IgG-mus,none,Stanford,Snyder,hg19,released,,wgEncodeEH000743,10/14/2010
ChIP-seq,GM19238,Antibody=CTCF,none,UT-A,Iyer,hg18,released,,,7/6/2010
ChIP-seq,GM19238,Antibody=CTCF,none,UT-A,Iyer,hg19,released,GSM822278,wgEncodeEH000570,7/6/2010
ChIP-seq,GM19238,Antibody=CTCF Version=V2,none,UT-A,Iyer,hg18,released,,,7/6/2010
ChIP-seq,GM19239,Antibody=CTCF,none,UT-A,Iyer,hg18,released,,,7/6/2010
ChIP-seq,GM19239,Antibody=CTCF,none,UT-A,Iyer,hg19,released,GSM822277,wgEncodeEH000571,7/6/2010
ChIP-seq,GM19239,Antibody=CTCF Version=V2,none,UT-A,Iyer,hg18,released,,,7/6/2010
ChIP-seq,GM19240,Antibody=CTCF,none,UT-A,Iyer,hg18,released,,,7/6/2010
ChIP-seq,GM19240,Antibody=CTCF,none,UT-A,Iyer,hg19,released,GSM822276,wgEncodeEH000572,7/6/2010
ChIP-seq,GM19240,Antibody=CTCF Version=V2,none,UT-A,Iyer,hg18,released,,,7/6/2010
ChIP-seq,GM20000,Antibody=CTCF,none,UT-A,Iyer,hg19,released,,wgEncodeEH003458,4/30/2013
ChIP-seq,GM20000,Antibody=Input,none,UT-A,Iyer,hg19,released,GSM1006884,wgEncodeEH003449,4/26/2013
ChIP-seq,Gliobla,Antibody=CTCF,none,UT-A,Iyer,hg19,released,GSM822303,wgEncodeEH001135,7/19/2011
ChIP-seq,Gliobla,Antibody=Input,none,UT-A,Iyer,hg19,released,GSM822268,wgEncodeEH001129,7/15/2011
ChIP-seq,Gliobla,Antibody=Pol2,none,UT-A,Iyer,hg19,released,GSM822302,wgEncodeEH001136,10/17/2011
ChIP-seq,H1-hESC,Antibody=ATF2_(SC-81188) Protocol=ChIP AMpure XP,none,HudsonAlpha,Myers,hg19,released,,wgEncodeEH002316,6/27/2012
ChIP-seq,H1-hESC,Antibody=ATF3 Protocol=sonicator PCR 1-round,none,HudsonAlpha,Myers,hg19,released,GSM803512,wgEncodeEH001566,12/14/2011
ChIP-seq,H1-hESC,Antibody=BCL11A Protocol=PCR 1-round,none,HudsonAlpha,Myers,hg19,released,GSM803396,wgEncodeEH001527,1/22/2011
ChIP-seq,H1-hESC,Antibody=BCL11A Protocol=sonicator PCR 1-round,none,HudsonAlpha,Myers,hg19,released,GSM803476,wgEncodeEH001625,10/5/2011
ChIP-seq,H1-hESC,Antibody=BRCA1_(A300-000A) Control=IgG-rab,none,Stanford,Snyder,hg19,released,GSM935517,wgEncodeEH002801,6/28/2012
ChIP-seq,H1-hESC,Antibody=Bach1_(sc-14700) Control=IgG-rab,none,Stanford,Snyder,hg19,released,,wgEncodeEH002842,11/27/2012
ChIP-seq,H1-hESC,Antibody=CEBPB Control=IgG-rab,none,Stanford,Snyder,hg19,released,,wgEncodeEH002825,11/3/2012
ChIP-seq,H1-hESC,Antibody=CHD1_(A301-218A),none,Broad,Bernstein,hg19,released,GSM1003444,wgEncodeEH002095,6/30/2012
ChIP-seq,H1-hESC,Antibody=CHD1_(A301-218A) Control=IgG-rab,none,Stanford,Snyder,hg19,released,GSM935296,wgEncodeEH002826,11/3/2012
ChIP-seq,H1-hESC,Antibody=CHD2_(AB68301) Control=IgG-rab,none,Stanford,Snyder,hg19,released,GSM935297,wgEncodeEH002827,11/3/2012
ChIP-seq,H1-hESC,Antibody=CHD7_(A301-223A-1),none,Broad,Bernstein,hg19,released,GSM1003473,wgEncodeEH003136,4/25/2013
ChIP-seq,H1-hESC,Antibody=CREB1_(SC-240) Protocol=ChIP AMpure XP,none,HudsonAlpha,Myers,hg19,released,,wgEncodeEH003229,4/16/2013
ChIP-seq,H1-hESC,Antibody=CTCF,none,Broad,Bernstein,hg18,released,,,6/29/2010
ChIP-seq,H1-hESC,Antibody=CTCF,none,Broad,Bernstein,hg19,released,GSM733672,wgEncodeEH000085,6/29/2010
ChIP-seq,H1-hESC,Antibody=CTCF,none,UT-A,Iyer,hg18,released,,,7/1/2010
ChIP-seq,H1-hESC,Antibody=CTCF,none,UT-A,Iyer,hg19,released,GSM822297,wgEncodeEH000560,7/1/2010
ChIP-seq,H1-hESC,Antibody=CTCF Version=V2,none,UT-A,Iyer,hg18,released,,,7/1/2010
ChIP-seq,H1-hESC,Antibody=CTCF_(SC-5916) Protocol=sonicator PCR 1-round,none,HudsonAlpha,Myers,hg19,released,GSM803419,wgEncodeEH001649,10/21/2011
ChIP-seq,H1-hESC,Antibody=CtBP2 Control=UCDavis Input Control,none,USC,Farnham,hg19,released,,wgEncodeEH001767,7/20/2011
ChIP-seq,H1-hESC,Antibody=E2F6 Protocol=ChIP AMpure XP,none,HudsonAlpha,Myers,hg19,released,GSM1010899,wgEncodeEH003224,4/3/2013
ChIP-seq,H1-hESC,Antibody=EZH2_(39875),none,Broad,Bernstein,hg19,released,GSM1003524,wgEncodeEH003082,12/15/2012
ChIP-seq,H1-hESC,Antibody=Egr-1 Protocol=sonicator PCR 1-round,none,HudsonAlpha,Myers,hg19,released,GSM803430,wgEncodeEH001538,2/27/2011
ChIP-seq,H1-hESC,Antibody=FOSL1_(SC-183) Protocol=sonicator PCR 1-round,none,HudsonAlpha,Myers,hg19,released,GSM803382,wgEncodeEH001660,12/23/2011
ChIP-seq,H1-hESC,Antibody=GABP Protocol=PCR 1-round,none,HudsonAlpha,Myers,hg19,released,GSM803424,wgEncodeEH001534,1/29/2011
ChIP-seq,H1-hESC,Antibody=GTF2F1_(AB28179) Control=IgG-rab,none,Stanford,Snyder,hg19,released,GSM935581,wgEncodeEH002843,11/27/2012
ChIP-seq,H1-hESC,Antibody=H2A.Z,none,Broad,Bernstein,hg19,released,GSM1003579,wgEncodeEH002082,5/4/2012
ChIP-seq,H1-hESC,Antibody=H3K27ac,none,Broad,Bernstein,hg19,released,GSM733718,wgEncodeEH000997,7/22/2011
ChIP-seq,H1-hESC,Antibody=H3K27me3,none,Broad,Bernstein,hg18,released,,,6/28/2010
ChIP-seq,H1-hESC,Antibody=H3K27me3,none,Broad,Bernstein,hg19,released,GSM733748,wgEncodeEH000074,6/28/2010
ChIP-seq,H1-hESC,Antibody=H3K36me3,none,Broad,Bernstein,hg18,released,,,9/16/2010
ChIP-seq,H1-hESC,Antibody=H3K36me3,none,Broad,Bernstein,hg19,released,GSM733725,wgEncodeEH000107,9/16/2010
ChIP-seq,H1-hESC,Antibody=H3K4me1,none,Broad,Bernstein,hg18,released,,,6/30/2010
ChIP-seq,H1-hESC,Antibody=H3K4me1,none,Broad,Bernstein,hg19,released,GSM733782,wgEncodeEH000106,6/30/2010
ChIP-seq,H1-hESC,Antibody=H3K4me2,none,Broad,Bernstein,hg18,released,,,9/16/2010
ChIP-seq,H1-hESC,Antibody=H3K4me2,none,Broad,Bernstein,hg19,released,GSM733670,wgEncodeEH000108,9/16/2010
ChIP-seq,H1-hESC,Antibody=H3K4me3,none,Broad,Bernstein,hg18,released,,,6/28/2010
ChIP-seq,H1-hESC,Antibody=H3K4me3,none,Broad,Bernstein,hg19,released,GSM733657,wgEncodeEH000086,6/28/2010
ChIP-seq,H1-hESC,Antibody=H3K79me2,none,Broad,Bernstein,hg19,released,,wgEncodeEH002083,5/10/2012
ChIP-seq,H1-hESC,Antibody=H3K9ac,none,Broad,Bernstein,hg18,released,,,9/16/2010
ChIP-seq,H1-hESC,Antibody=H3K9ac,none,Broad,Bernstein,hg19,released,GSM733773,wgEncodeEH000109,9/16/2010
ChIP-seq,H1-hESC,Antibody=H3K9me3,none,Broad,Bernstein,hg19,released,GSM1003585,wgEncodeEH002084,5/10/2012
ChIP-seq,H1-hESC,Antibody=H4K20me1,none,Broad,Bernstein,hg18,released,,,6/29/2010
ChIP-seq,H1-hESC,Antibody=H4K20me1,none,Broad,Bernstein,hg19,released,GSM733687,wgEncodeEH000087,6/29/2010
ChIP-seq,H1-hESC,Antibody=HDAC2_(A300-705A),none,Broad,Bernstein,hg19,released,GSM1003472,wgEncodeEH003137,4/25/2013
ChIP-seq,H1-hESC,Antibody=HDAC2_(SC-6296) Protocol=sonicator PCR 1-round,none,HudsonAlpha,Myers,hg19,released,GSM803345,wgEncodeEH001659,12/2/2011
ChIP-seq,H1-hESC,Antibody=HDAC6_(A301-341A),none,Broad,Bernstein,hg19,released,GSM1003571,wgEncodeEH003100,4/24/2013
ChIP-seq,H1-hESC,Antibody=Input,none,Broad,Bernstein,hg18,released,,,6/29/2010
ChIP-seq,H1-hESC,Antibody=Input,none,Broad,Bernstein,hg19,released,GSM733770,wgEncodeEH000088,6/29/2010
ChIP-seq,H1-hESC,Antibody=Input Control=IgG-rab,none,Stanford,Snyder,hg19,released,GSM935381,wgEncodeEH001834,10/18/2011
ChIP-seq,H1-hESC,Antibody=Input Control=UCDavis Input Control,none,USC,Farnham,hg19,released,GSM935353,wgEncodeEH001751,9/6/2011
ChIP-seq,H1-hESC,Antibody=JARID1A_(ab26049),none,Broad,Bernstein,hg19,released,,wgEncodeEH002096,6/30/2012
ChIP-seq,H1-hESC,Antibody=JMJD2A_(A300-861A-1),none,Broad,Bernstein,hg19,released,GSM1003479,wgEncodeEH003138,4/25/2013
ChIP-seq,H1-hESC,Antibody=JunD Control=IgG-rab,none,Stanford,Snyder,hg19,released,GSM935434,wgEncodeEH002023,3/27/2012
ChIP-seq,H1-hESC,Antibody=JunD Protocol=sonicator PCR 1-round,none,HudsonAlpha,Myers,hg19,released,GSM803529,wgEncodeEH001579,7/22/2011
ChIP-seq,H1-hESC,Antibody=MafK_(ab50322) Control=IgG-rab,none,Stanford,Snyder,hg19,released,,wgEncodeEH002828,11/3/2012
ChIP-seq,H1-hESC,Antibody=Max Control=UCDavis Input Control,none,USC,Farnham,hg19,released,GSM935348,wgEncodeEH001757,2/20/2011
ChIP-seq,H1-hESC,Antibody=Max Control=UCDavis Input Control Version=V2,none,Stanford,Snyder,hg19,released,,wgEncodeEH003359,3/25/2013
ChIP-seq,H1-hESC,Antibody=Max Protocol=ChIP AMpure XP,none,HudsonAlpha,Myers,hg19,released,,wgEncodeEH003225,4/3/2013
ChIP-seq,H1-hESC,Antibody=Mxi1_(AF4185) Control=IgG-rab,none,Stanford,Snyder,hg19,released,,wgEncodeEH002829,11/3/2012
ChIP-seq,H1-hESC,Antibody=NANOG_(SC-33759) Protocol=sonicator PCR 1-round,none,HudsonAlpha,Myers,hg19,released,GSM803437,wgEncodeEH001635,10/11/2011
ChIP-seq,H1-hESC,Antibody=NRSF Protocol=PCR 1-round,none,HudsonAlpha,Myers,hg18,released,,,9/16/2010
ChIP-seq,H1-hESC,Antibody=NRSF Protocol=sonicator PCR 1-round,none,HudsonAlpha,Myers,hg19,released,GSM803365,wgEncodeEH001498,9/16/2010
ChIP-seq,H1-hESC,Antibody=Nrf1 Control=IgG-rab,none,Stanford,Snyder,hg19,released,GSM935308,wgEncodeEH001847,10/18/2011
ChIP-seq,H1-hESC,Antibody=P300_KAT3B,none,Broad,Bernstein,hg19,released,GSM1003513,wgEncodeEH003126,4/25/2013
ChIP-seq,H1-hESC,Antibody=PHF8_(A301-772A),none,Broad,Bernstein,hg19,released,GSM1003509,wgEncodeEH003094,4/23/2013
ChIP-seq,H1-hESC,Antibody=PLU1,none,Broad,Bernstein,hg19,released,GSM1003457,wgEncodeEH003127,4/25/2013
ChIP-seq,H1-hESC,Antibody=POU5F1_(SC-9081) Protocol=sonicator PCR 1-round,none,HudsonAlpha,Myers,hg19,released,GSM803438,wgEncodeEH001636,10/11/2011
ChIP-seq,H1-hESC,Antibody=Pol2,none,UT-A,Iyer,hg18,released,,,7/2/2010
ChIP-seq,H1-hESC,Antibody=Pol2,none,UT-A,Iyer,hg19,released,GSM822300,wgEncodeEH000563,7/2/2010
ChIP-seq,H1-hESC,Antibody=Pol2 Protocol=PCR 1-round,none,HudsonAlpha,Myers,hg18,released,,,9/24/2010
ChIP-seq,H1-hESC,Antibody=Pol2 Protocol=sonicator PCR 1-round,none,HudsonAlpha,Myers,hg19,released,GSM803366,wgEncodeEH001499,9/24/2010
ChIP-seq,H1-hESC,Antibody=Pol2 Version=V2,none,UT-A,Iyer,hg18,released,,,7/2/2010
ChIP-seq,H1-hESC,Antibody=Pol2-4H8 Protocol=PCR 1-round,none,HudsonAlpha,Myers,hg18,released,,,10/9/2010
ChIP-seq,H1-hESC,Antibody=Pol2-4H8 Protocol=sonicator PCR 1-round,none,HudsonAlpha,Myers,hg19,released,GSM803484,wgEncodeEH001514,10/6/2010
ChIP-seq,H1-hESC,Antibody=RBBP5_(A300-109A),none,Broad,Bernstein,hg19,released,,wgEncodeEH002087,6/30/2012
ChIP-seq,H1-hESC,Antibody=RFX5_(200-401-194) Control=IgG-rab,none,Stanford,Snyder,hg19,released,GSM935382,wgEncodeEH001835,10/18/2011
ChIP-seq,H1-hESC,Antibody=RXRA Protocol=sonicator PCR 1-round,none,HudsonAlpha,Myers,hg19,released,GSM803506,wgEncodeEH001560,9/1/2011
ChIP-seq,H1-hESC,Antibody=Rad21 Control=IgG-rab,none,Stanford,Snyder,hg19,released,,wgEncodeEH001836,10/18/2011
ChIP-seq,H1-hESC,Antibody=Rad21 Protocol=sonicator PCR 1-round,none,HudsonAlpha,Myers,hg19,released,GSM803466,wgEncodeEH001593,9/8/2011
ChIP-seq,H1-hESC,Antibody=RevXlinkChromatin Protocol=ChIP AMpure XP,none,HudsonAlpha,Myers,hg19,released,GSM1010815,wgEncodeEH002276,5/1/2013
ChIP-seq,H1-hESC,Antibody=RevXlinkChromatin Protocol=ChIP AMpure XP Version=V2,none,HudsonAlpha,Myers,hg19,released,,wgEncodeEH002276,3/27/2012
ChIP-seq,H1-hESC,Antibody=RevXlinkChromatin Protocol=PCR 1-round,none,HudsonAlpha,Myers,hg18,released,,,9/16/2010
ChIP-seq,H1-hESC,Antibody=RevXlinkChromatin Protocol=PCR 1-round,none,HudsonAlpha,Myers,hg19,released,GSM803339,wgEncodeEH001543,10/5/2011
ChIP-seq,H1-hESC,Antibody=RevXlinkChromatin Protocol=sonicator PCR 1-round,none,HudsonAlpha,Myers,hg19,released,GSM803364,wgEncodeEH001497,8/30/2011
ChIP-seq,H1-hESC,Antibody=SAP30_(39731),none,Broad,Bernstein,hg19,released,GSM1003572,wgEncodeEH003101,4/23/2013
ChIP-seq,H1-hESC,Antibody=SIN3A_(NB600-1263) Control=IgG-rab,none,Stanford,Snyder,hg19,released,GSM935289,wgEncodeEH002854,11/28/2012
ChIP-seq,H1-hESC,Antibody=SIRT6,none,Broad,Bernstein,hg19,released,GSM1003451,wgEncodeEH003128,4/25/2013
ChIP-seq,H1-hESC,Antibody=SIX5 Protocol=PCR 1-round,none,HudsonAlpha,Myers,hg19,released,GSM803405,wgEncodeEH001528,1/22/2011
ChIP-seq,H1-hESC,Antibody=SP1 Protocol=PCR 1-round,none,HudsonAlpha,Myers,hg19,released,GSM803377,wgEncodeEH001529,12/14/2011
ChIP-seq,H1-hESC,Antibody=SP2_(SC-643) Protocol=ChIP AMpure XP,none,HudsonAlpha,Myers,hg19,released,,wgEncodeEH002302,6/7/2012
ChIP-seq,H1-hESC,Antibody=SP4_(V-20) Protocol=ChIP AMpure XP,none,HudsonAlpha,Myers,hg19,released,GSM1010743,wgEncodeEH002317,6/27/2012
ChIP-seq,H1-hESC,Antibody=SRF Protocol=PCR 1-round,none,HudsonAlpha,Myers,hg19,released,GSM803425,wgEncodeEH001533,1/27/2011
ChIP-seq,H1-hESC,Antibody=SUZ12 Control=UCDavis Input Control,none,USC,Farnham,hg19,released,,wgEncodeEH001752,1/27/2011
ChIP-seq,H1-hESC,Antibody=SUZ12_(05-1317),none,Broad,Bernstein,hg19,released,GSM1003573,wgEncodeEH003102,4/23/2013
ChIP-seq,H1-hESC,Antibody=Sin3Ak-20 Protocol=PCR 1-round,none,HudsonAlpha,Myers,hg19,released,GSM803428,wgEncodeEH001530,1/22/2011
ChIP-seq,H1-hESC,Antibody=TAF1 Protocol=PCR 1-round,none,HudsonAlpha,Myers,hg18,released,,,9/16/2010
ChIP-seq,H1-hESC,Antibody=TAF1 Protocol=sonicator PCR 1-round,none,HudsonAlpha,Myers,hg19,released,GSM803450,wgEncodeEH001500,8/30/2011
ChIP-seq,H1-hESC,Antibody=TAF7_(SC-101167) Protocol=sonicator PCR 1-round,none,HudsonAlpha,Myers,hg19,released,GSM803501,wgEncodeEH001610,9/13/2011
ChIP-seq,H1-hESC,Antibody=TBP Control=IgG-rab,none,Stanford,Snyder,hg19,released,GSM935303,wgEncodeEH001848,10/19/2011
ChIP-seq,H1-hESC,Antibody=TCF12 Protocol=PCR 1-round,none,HudsonAlpha,Myers,hg19,released,GSM803427,wgEncodeEH001531,1/22/2011
ChIP-seq,H1-hESC,Antibody=TEAD4_(SC-101184) Protocol=ChIP AMpure XP,none,HudsonAlpha,Myers,hg19,released,GSM1010845,wgEncodeEH003214,12/29/2012
ChIP-seq,H1-hESC,Antibody=USF-1 Protocol=PCR 1-round,none,HudsonAlpha,Myers,hg19,released,GSM803426,wgEncodeEH001532,9/17/2011
ChIP-seq,H1-hESC,Antibody=USF2 Control=IgG-rab,none,Stanford,Snyder,hg19,released,GSM935380,wgEncodeEH001837,10/18/2011
ChIP-seq,H1-hESC,Antibody=YY1_(SC-281) Protocol=sonicator PCR 1-round,none,HudsonAlpha,Myers,hg19,released,GSM803513,wgEncodeEH001567,6/15/2011
ChIP-seq,H1-hESC,Antibody=ZNF274_(M01) Control=UCDavis Input Control,none,USC,Farnham,hg19,released,GSM1003619,wgEncodeEH003357,3/5/2013
